sepal_length,sepal_l_conf,sepal_width,sepal_w_conf,petal_length,petal_l_conf,petal_width,petal_w_conf,Class
0.02542327162601897,0.5179305170288117,0.015565268342460591,0.5069878158014715,0.007263791893148275,0.49073874726210304,0.0010376845561640396,0.48264309413281226,Iris-setosa
0.024321870424511224,0.5146401653093996,0.016559571352858706,0.5114411835081505,0.00672732586209885,0.4935371368929866,0.0010349732095536691,0.47862554225869836,Iris-setosa
0.0247228225306798,0.5356788724806582,0.016661032575023344,0.5287028334076374,0.008061789955656458,0.5148593878797056,0.001074905327420861,0.4092509186277046,Iris-setosa
0.02683881064708396,0.5311473186241964,0.019323943665900453,0.534199505913912,0.007514866981183509,0.5207663574125636,0.0010735524258833585,0.40020551281885136,Iris-setosa
0.028293383433975618,0.5221368313356152,0.02043411025787128,0.5118733787670712,0.008907176266251583,0.509921687865432,0.0020958061802944902,0.45170438022682324,Iris-setosa
0.023290918573265658,0.5049472655051357,0.01721502677154418,0.4978563268032053,0.007088540435341722,0.49924556553915134,0.001518972950430369,0.49702094874495967,Iris-setosa
0.026344395347528634,0.5257751919281253,0.017914188836319473,0.5260629541821692,0.00790331860425859,0.5263885903569797,0.0010537758139011455,0.4106759665670093,Iris-setosa
0.02297353847322504,0.5199343021817664,0.015141650357352866,0.5169932872350459,0.007309762241480694,0.5094344816138685,0.0010442517487829564,0.44950105136718327,Iris-setosa
0.027491326973810588,0.5598694445756665,0.017392472167104656,0.5549883742050624,0.008415712338921608,0.5597548109114616,0.0005610474892614406,0.25313879800202355,Iris-setosa
0.028818156488656734,0.529807353321286,0.01974577389037591,0.5274233533779107,0.008005043469071315,0.5116153898888265,0.0010673391292095086,0.42201050442317734,Iris-setosa
0.026623224498680976,0.5545595619791787,0.018858117353232357,0.5413138207068061,0.008874408166226993,0.520370389633891,0.001109301020778374,0.357090026435439,Iris-setosa
0.027033402825305943,0.5611562087396897,0.016895876765816217,0.5511018366266733,0.007884742490714233,0.5447543649212246,0.0005631958921938739,0.2890577711896357,Iris-setosa
0.024682342345282226,0.5644943214673296,0.01722023884554574,0.5585032279910878,0.006314087576700105,0.525222097697092,0.0005740079615181913,0.30432893652876164,Iris-setosa
0.03149284740885756,0.5303755443687351,0.021719205109556942,0.5120598661793627,0.006515761532867083,0.42523070986701644,0.0010859602554778472,0.5236106960360876,Iris-setosa
0.030031923532750825,0.519366937502053,0.02318253746387783,0.5247332759123102,0.007903137771776533,0.4887455447368579,0.0021075034058070756,0.46317871091875507,Iris-setosa
0.03064706556469953,0.5617431903924924,0.02213399179672744,0.5556138128946041,0.007377997265575813,0.49319729340126073,0.002270153004792558,0.36194690783477346,Iris-setosa
0.02718489502120469,0.5317676012161195,0.018656300504748317,0.5287682326326228,0.0074625202018993265,0.504369470224637,0.00159911147183557,0.42672413750530325,Iris-setosa
0.029044880033553308,0.5083824830660945,0.019363253355702204,0.5087696711528417,0.008662508080182565,0.5044852149778637,0.0015286778965028056,0.4763396098964365,Iris-setosa
0.025985799313257656,0.5060159553746155,0.01936196811576061,0.504410017611216,0.007642882150958135,0.5080634827990109,0.001528576430191627,0.47987392794062705,Iris-setosa
0.02851335419944245,0.5259269626197169,0.01795285264409339,0.5273914723494898,0.008976426322046696,0.523547312754555,0.0010560501555349055,0.41223812103311214,Iris-setosa
0.027136437699616153,0.5317292323163665,0.019687219507564663,0.5253367256641144,0.007981305205769458,0.5255082055569502,0.0021283480548718553,0.40488797228353707,Iris-setosa
0.025787671698689844,0.5424411444229547,0.02018165611201814,0.5400777772938238,0.005606015586671706,0.4581752970478653,0.0011212031173343411,0.4506040487205225,Iris-setosa
0.028453373122942147,0.5469712124521907,0.01841100613837433,0.5424556400036459,0.009484457707647383,0.5443474187451415,0.0027895463846021712,0.3301574820993408,Iris-setosa
0.028181353321235607,0.5833419242918066,0.01996179193587522,0.5560416755756344,0.011155119022989095,0.5116034710783577,0.0011742230550514838,0.2957587961069656,Iris-setosa
0.02578988808033549,0.512031192476789,0.015473932848201293,0.5127213249126554,0.008252764185707357,0.5152081637199409,0.0010315955232134196,0.45664835017321587,Iris-setosa
0.027029235671558648,0.5347650473442748,0.018379880256659882,0.5284311368384306,0.008649355414898767,0.5280816419663511,0.002162338853724692,0.3934066223883281,Iris-setosa
0.02741915204950342,0.5253650263010508,0.01845519849485807,0.5236282839682301,0.007909370783510603,0.5150464787527509,0.001054582771134747,0.4282243098552021,Iris-setosa
0.026874910397135878,0.5141984655746674,0.017572056798127303,0.5050463786539287,0.00723555279922889,0.48071795506308557,0.0010336503998898416,0.4983511627785623,Iris-setosa
0.02590272457758678,0.5488208830946525,0.017635897584739935,0.5375345987988158,0.008817948792369967,0.5156374958722612,0.001102243599046246,0.37803335704401453,Iris-setosa
0.025817280368160625,0.5344284006727218,0.016673660237770404,0.5300520858926483,0.00860576012272021,0.5147639027610562,0.0010757200153400262,0.4091814218867729,Iris-setosa
0.03060970246253939,0.5626466536186483,0.019272775624561835,0.5586305617861713,0.008502695128483163,0.526009024274852,0.0022673853675955103,0.30543299488701037,Iris-setosa
0.029919140808656597,0.5608348603860382,0.023590091791440775,0.5747395824885881,0.00863052138711248,0.57269047924807,0.0005753680924741653,0.1601181510944978,Iris-setosa
0.030860002706546243,0.5482442072609117,0.02356582024863531,0.551522114276311,0.007855273416211771,0.5143971629806599,0.0011221819166016816,0.3592722548747042,Iris-setosa
0.027491326973810588,0.5598694445756665,0.017392472167104656,0.5549883742050624,0.008415712338921608,0.5597548109114616,0.0005610474892614406,0.25313879800202355,Iris-setosa
0.027712126916504487,0.5491833518987151,0.017735761226562875,0.5293954245521627,0.006650910459961077,0.47482512535369437,0.0011084850766601797,0.437665680902378,Iris-setosa
0.030300134833832395,0.5451136157161943,0.01928190398516607,0.5237850156572931,0.007161850051633112,0.46663752875863035,0.0011018230848666326,0.45761055930259203,Iris-setosa
0.027491326973810588,0.5598694445756665,0.017392472167104656,0.5549883742050624,0.008415712338921608,0.5597548109114616,0.0005610474892614406,0.25313879800202355,Iris-setosa
0.0226147149849758,0.5131399592470758,0.01541912385339259,0.5136344167400327,0.006681620336470123,0.5095989385528552,0.0010279415902261727,0.4608482554608919,Iris-setosa
0.02673791730901463,0.5233062337567217,0.017825278206009754,0.5218962120544528,0.007864093326180774,0.5167277078357682,0.0010485457768241032,0.43089651348337427,Iris-setosa
0.027120533340795124,0.5388617187109641,0.018984373338556588,0.5344456086497321,0.007051338668606732,0.497246591314301,0.0016272320004477073,0.41903874272964536,Iris-setosa
0.02666873651383569,0.5860426493904818,0.01363068755151602,0.5577487542914336,0.0077043016595525335,0.5218257985921002,0.001777915767589046,0.26871665692053087,Iris-setosa
0.023284811093223026,0.5252811296963635,0.016934408067798563,0.5258660826204815,0.006879603277543166,0.5284040868772619,0.0010584005042374102,0.40921426312943987,Iris-setosa
0.028036681610879084,0.5513022299415683,0.01962567712761536,0.5431581370388858,0.008971738115481308,0.5555377929681199,0.0033644017933054902,0.30192683883898885,Iris-setosa
0.02703876605134025,0.5255806033423038,0.020146531567665285,0.5019769647008739,0.010073265783832643,0.47475746068801106,0.0021206875334384514,0.49512277691311735,Iris-setosa
0.026273563441994077,0.5433448005025573,0.0164209771512463,0.5421279909707866,0.0076631226705816055,0.5241482219234778,0.0016420977151246298,0.36758800587989693,Iris-setosa
0.028383332594468697,0.5516919469515579,0.021148365462545306,0.5476115551679057,0.008904574931598025,0.5353443579431031,0.001113071866449753,0.3283757016273828,Iris-setosa
0.024307963133011628,0.5272063555696974,0.016909887396877658,0.5245488259877961,0.007398075736133974,0.5218543573137416,0.0010568679623048536,0.4166981493796992,Iris-setosa
0.02838802243283703,0.5315104036126334,0.01981805339650887,0.532220874984217,0.00803434597155765,0.5210177818006462,0.0010712461295410201,0.4018877564551693,Iris-setosa
0.025881626749786946,0.515900063318638,0.017081873654859383,0.5102442889021193,0.007246855489940344,0.49426901148259295,0.001035265069991478,0.4776827366564375,Iris-setosa
0.036209016995630054,0.5062883927231977,0.0165526934837166,0.4977869783305528,0.02431176855420875,0.49678707316053444,0.00724180339912601,0.4968442423524982,Iris-versicolor
0.0339016012055322,0.5170516499189795,0.0169508006027661,0.4955592644215183,0.023837063347639825,0.5025625671023323,0.007945687782546607,0.4821218571697696,Iris-versicolor
0.035139821730245324,0.5017721460798125,0.015787456139675436,0.49684093849931793,0.024954366156261173,0.4951059210891486,0.0076390916804881135,0.5040622929732821,Iris-versicolor
0.027860932985509318,0.5024774354514774,0.011650935612122078,0.49954510847286293,0.020262496716734052,0.5058111600399704,0.006585311432938567,0.4906732832085278,Iris-versicolor
0.0331965416368112,0.5036868984489858,0.0143000487050879,0.5081111280400291,0.023492937158358693,0.5059234397041696,0.007660740377725661,0.4798405529356162,Iris-versicolor
0.030019239991398963,0.524779924618742,0.014746293329108262,0.5049121123244423,0.02369939999320971,0.5031507145016111,0.0068464933313716935,0.4634457941055796,Iris-versicolor
0.033132831967657955,0.5157705852951613,0.01735529293543988,0.48857625862930576,0.024718144483808314,0.49741291274375626,0.00841468748384964,0.4957555372404864,Iris-versicolor
0.02576360014817083,0.5125914356046523,0.012618906195022447,0.4929696639676445,0.017350996018155863,0.49503499858650113,0.005257877581259353,0.4980156408198612,Iris-versicolor
0.03383278180336422,0.5056222441760927,0.014865919277235795,0.5034691100128298,0.02358042368113264,0.4973801516390282,0.00666403277945053,0.4914385900785361,Iris-versicolor
0.027493684196029166,0.5186072180643916,0.014275566794092068,0.4940822626193166,0.020620263147021874,0.5052457787528141,0.007402145745084775,0.47980860006580156,Iris-versicolor
0.02549529624991135,0.5063609154493629,0.01019811849996454,0.49597869548968715,0.017846707374937945,0.5095959377311351,0.00509905924998227,0.4866386955970364,Iris-versicolor
0.03155676660459471,0.5216342522312425,0.01604581352776002,0.4991824553296969,0.02246413893886403,0.5099626624897825,0.00802290676388001,0.4656504738910817,Iris-versicolor
0.03156465692628423,0.524588634853467,0.011573707539637554,0.49103629475515415,0.021043104617522825,0.5184891394913741,0.005260776154380706,0.46179905516839476,Iris-versicolor
0.031689974188034965,0.5162565811206038,0.015065725433655967,0.5021090481561999,0.024416865357994155,0.5004565167854942,0.007273108830040812,0.47856933566979215,Iris-versicolor
0.030884293909467116,0.5320344095195235,0.0159936522031169,0.507799711771745,0.019854188941800292,0.5184480951218431,0.007169568228983438,0.43432152194896995,Iris-versicolor
0.035366895068963344,0.5144290029758869,0.016363787270714383,0.505031242941962,0.02322602064230429,0.5075827129584201,0.007390097477096818,0.46963111234163796,Iris-versicolor
0.02900903188699382,0.5136449606075688,0.015540552796603832,0.48469636124614246,0.02331082919490575,0.49219374878953637,0.007770276398301916,0.5072443206428201,Iris-versicolor
0.031033163802566967,0.528661079417065,0.014446472804643245,0.513998058106691,0.021937236481124923,0.5051785780414023,0.005350545483201201,0.44658306634568257,Iris-versicolor
0.03244823671868759,0.521430435522119,0.011513890448566565,0.47132943617997913,0.023551139553886154,0.4975880486533968,0.007850379851295384,0.5065207349766355,Iris-versicolor
0.02880797597794601,0.5068666334581972,0.01286070356158304,0.5016857168033076,0.020062697556069542,0.4966041901265714,0.005658709567096538,0.4933073137384051,Iris-versicolor
0.030730299235561528,0.516255222098209,0.016667280941321506,0.48968275883256224,0.025000921411982256,0.5026395811392477,0.009375345529493347,0.48898844578404066,Iris-versicolor
0.03226982279052223,0.5154684345269561,0.014812377674338073,0.5078201743836431,0.021160539534768676,0.5110386251640981,0.00687717534879982,0.46205483994457236,Iris-versicolor
0.03276331851218,0.5161218195266132,0.013001316869912698,0.49156101448201717,0.02548258106502889,0.5110171050720459,0.007800790121947619,0.4784295885803772,Iris-versicolor
0.03243989992212519,0.5316534990161347,0.014890445865893531,0.5212323496663811,0.02499467698917843,0.5108235738077499,0.006381619656811513,0.42752910971670993,Iris-versicolor
0.03313620723906062,0.5068830987807225,0.015014843905199343,0.5001280363508089,0.022263389238743853,0.4993194607156643,0.0067307920954341885,0.4916880431194553,Iris-versicolor
0.03457174650430353,0.5117226066175109,0.015714430229228877,0.5052579675625101,0.023047831002869022,0.5069269145297919,0.007333400773640143,0.47313035535870657,Iris-versicolor
0.03450312788277051,0.5030951218040359,0.014207170304670209,0.5001127761290658,0.024355149093720357,0.5038747926844571,0.0071035851523351045,0.4907715956893817,Iris-versicolor
0.03416279775863487,0.5047749259472409,0.015296775115806658,0.5040064705054352,0.025494625193011097,0.5046891094920732,0.008668172565623772,0.484089303098828,Iris-versicolor
0.030943447025325536,0.5086117418019208,0.014955999395574009,0.49359494772875395,0.023207585268994153,0.49842470174881726,0.007735861756331384,0.49746489922567133,Iris-versicolor
0.029949734265299576,0.5112185774723922,0.01366128229645244,0.5047874682237551,0.018390187706762897,0.5020688913938955,0.0052543393447893995,0.47991934943641784,Iris-versicolor
0.02797643465780013,0.5011603290986233,0.012207898759767329,0.5006517886609031,0.01932917303629827,0.49528394276473037,0.005595286931560027,0.50154091481495,Iris-versicolor
0.028288139878279505,0.5061550723388657,0.012343915583249238,0.5049425729372765,0.019030203190842577,0.49732120987744954,0.005143298159687183,0.4900718944481585,Iris-versicolor
0.030293623758753625,0.5103473823270386,0.014102204163557723,0.49913302338575877,0.020369850458472265,0.5003138894348542,0.006267646294914542,0.4883922566501368,Iris-versicolor
0.031145353317378343,0.5114079789966249,0.014015408992820255,0.5077470356227974,0.02647355031977159,0.5188058380488904,0.008305427551300893,0.4577761849696795,Iris-versicolor
0.028181058096940617,0.5200214190980749,0.015656143387189233,0.48700547420692747,0.023484215080783848,0.4948527716202745,0.007828071693594616,0.4958548701644651,Iris-versicolor
0.03208827809817802,0.5226752419213442,0.018183357588967546,0.486183911461724,0.024066208573633518,0.4978731892417091,0.008556874159514139,0.4904542675698994,Iris-versicolor
0.034731989623898,0.5085766946962486,0.016070025049863254,0.49896948732072166,0.02436423152721203,0.5010165456166543,0.007775818572514477,0.4891247094682171,Iris-versicolor
0.032537575597034366,0.5158662703774769,0.01187879744018715,0.47804194821610163,0.022724655972531944,0.5017841487496518,0.006714102900975346,0.5018060044230046,Iris-versicolor
0.029358898686576013,0.5131356761008221,0.015727981439237152,0.48135879360070716,0.02149490796695744,0.48717126955518425,0.006815458623669433,0.5157827526961456,Iris-versicolor
0.02818034903948278,0.5053267599060389,0.012809249563401263,0.4998136146439738,0.02049479930144202,0.5007095922631805,0.006660809772968657,0.49264440362540096,Iris-versicolor
0.02913005123059215,0.5282870642153561,0.013770569672643562,0.5173550428027673,0.02330404098447372,0.5100750634914787,0.006355647541220105,0.4375594885472723,Iris-versicolor
0.03167406714889956,0.5129881154337627,0.015577410073229292,0.49307078129266324,0.023885362112284914,0.49476207975121395,0.0072694580341736694,0.4970569632564506,Iris-versicolor
0.0296904171487089,0.5029502196327814,0.01330949734252468,0.49792574643325993,0.020476149757730277,0.495833653244177,0.006142844927319082,0.5017413129074324,Iris-versicolor
0.026120549176871847,0.5100986572382441,0.012015452621361049,0.500935810201578,0.01723956245673542,0.5010500597098521,0.00522410983537437,0.4864775057265375,Iris-versicolor
